N;Name;Symbol;Market Cap;Price;Circulating Supply;Volume (24h);1h;24h;7d
1020;Narrative;NRVE;$391 524;$0,008343;46 928 004 *;$10 541;3,51%;10,19%;-4,60%
1021;FlypMe;FYP;$390 594;$0,022144;17 638 681 *;$800;0,21%;1,08%;38,95%
1022;CYCLEAN;CCL;$389 350;$0,000574;678 451 267 *;$3 178;-2,16%;58,38%;153,79%
1023;Zetacoin;ZET;$389 102;$0,002292;169 729 694;$15 134;28,34%;11,12%;3,19%
1024;Starbase;STAR;$388 303;$0,002071;187 500 000 *;$1 258;0,54%;6,55%;6,89%
1025;Bitcoin Incog...;XBI;$386 043;$0,040776;9 467 361;$11 442;2,32%;8,12%;-22,97%
1026;SignatureChain ;SICA;$382 592;$0,000014;26 926 352 418 *;$2 183;29,35%;18,08%;113,88%
1027;SounDAC;XSD;$379 622;$0,026034;14 581 806 *;$1 438;0,50%;14,43%;-84,27%
1028;Menlo One;ONE;$375 038;$0,001248;300 404 658 *;$581;4,32%;-16,49%;19,75%
1029;GoByte;GBX;$374 198;$0,102753;3 641 736;$4 832;0,54%;-6,19%;-11,28%
1030;SPIDER VPS;SPDR;$373 708;$0,319882;1 168 266;$202 444;3,51%;-2,44%;-21,83%
1031;ClearPoll;POLL;$368 655;$0,052665;6 999 991 *;$4 342;0,25%;1,65%;0,84%
1032;Dash Green;DASHG;$368 556;$0,210241;1 753 017;$1 101;3,79%;5,35%;-8,38%
1033;Arbidex;ABX;$360 348;$0,017645;20 421 954 *;$45 864;0,44%;1,03%;-2,80%
1034;Knoxstertoken;FKX;$359 930;$0,002481;145 077 343 *;$696;0,50%;-7,04%;-1,04%
1035;InterValue;INVE;$357 854;$0,002689;133 099 602 *;$82 220;0,27%;-0,06%;-22,76%
1036;Alchemint Sta...;SDS;$349 052;$0,001098;317 946 798 *;$7 536;1,92%;0,52%;-15,13%
1037;SyncFab;MFG;$337 656;$0,001855;182 017 632 *;$144 838;0,94%;4,30%;-0,61%
1038;Patron;PAT;$332 861;$0,001336;249 117 801 *;$1 371 559;0,88%;-0,37%;-27,15%
1039;Spectiv;SIG;$331 647;$0,001085;305 783 226 *;$500;-3,27%;0,94%;-13,59%
1040;Bee Token;BEE;$331 119;$0,001414;234 129 159 *;$15 823;0,27%;3,24%;-25,55%
1041;Auctus;AUC;$328 287;$0,011008;29 822 565 *;$12 891;21,25%;10,60%;-18,36%
1042;View;VIEW;$307 741;$0,008770;35 088 298 *;$847;1,79%;-0,33%;-8,25%
1043;Bridge Protocol;BRDG;$300 973;$0,001343;224 088 259 *;$800;0,36%;22,54%;12,44%
1044;Lobstex;LOBS;$294 856;$0,017975;16 403 637;$70 938;0,48%;1,61%;-6,11%
1045;StarterCoin;STAC;$292 844;$0,000856;342 007 189 *;$33 592;59,35%;-28,55%;436,69%
1046;Moin;MOIN;$291 901;$0,034819;8 383 268 *;$604;-0,51%;1,28%;3,95%
1047;EnterCoin;ENTRC;$291 510;$0,097170;3 000 000 *;$113 535;0,12%;2,38%;-4,45%
1048;GravityCoin;GXX;$290 877;$0,141584;2 054 446;$3 707;0,28%;8,03%;-3,25%
1049;PKG Token;PKG;$290 017;$0,000032;8 969 257 745 *;$64 483;9,04%;12,29%;7,24%
1050;Pesetacoin;PTC;$289 060;$0,002084;138 707 199;$1 265;0,22%;1,55%;13,84%
1051;Fire Lotto;FLOT;$287 100;$0,010447;27 481 717 *;$248 774;11,70%;10,93%;-6,68%
1052;PARETO Rewards;PARETO;$279 759;$0,000623;449 245 682 *;$3 177;-21,27%;-28,67%;-51,28%
1053;Webchain;WEB;$273 121;$0,002417;113 016 085;$1 344;-0,40%;-3,97%;2,90%
1054;Daneel;DAN;$269 832;$0,005138;52 515 669 *;$1 608;2,06%;3,01%;-1,40%
1055;Swap;XWP;$268 757;$0,060959;4 408 829 *;$3 324;-0,58%;12,61%;19,23%
1056;Typerium;TYPE;$268 554;$0,000706;380 154 947 *;$69 824;6,99%;5,34%;30,91%
1057;Bigbom;BBO;$266 474;$0,000786;338 827 891 *;$365 710;0,32%;-29,84%;-30,73%
1058;Iungo;ING;$261 418;$0,006535;40 000 000 *;$40 975;0,08%;-0,52%;-17,99%
1059;HeroNode;HER;$260 660;$0,000249;1 044 807 538 *;$12 307;3,06%;-11,73%;-17,56%
1060;Decentralized...;DML;$251 678;$0,003993;63 030 141 *;$31 712;1,30%;1,46%;4,13%
1061;HyperQuant;HQT;$251 229;$0,002820;89 083 368 *;$770 867;-3,42%;-3,85%;-12,71%
1062;Snovian.Space;SNOV;$250 768;$0,000821;305 533 865 *;$25 636;0,40%;1,31%;-32,10%
1063;Crowdholding;YUP;$244 908;$0,001278;191 701 438 *;$640;0,54%;69,85%;64,74%
1064;Freyrchain;FREC;$242 036;$0,000484;500 000 000 *;$2 716;-5,47%;10,42%;8,24%
1065;Kalkulus;KLKS;$240 116;$0,015110;15 891 699;$56 846;0,21%;0,35%;24,35%
1066;Quantis Network;QUAN;$239 289;$0,043331;5 522 289;$521;0,21%;3,42%;3,39%
1067;Puregold Token;PGTS;$238 383;$0,020979;11 363 098 *;$794;0,54%;30,80%;158,79%
1068;EventChain;EVC;$238 144;$0,007620;31 250 497 *;$4 715;-6,94%;5,45%;-28,26%
1069;Jury.Online T...;JOT;$235 905;$0,023446;10 061 687 *;$1 745;0,21%;13,79%;-17,71%
1070;EXMR;EXMR;$235 852;$0,019897;11 853 858 *;$2 726;0,54%;-0,41%;17,12%
1071;Invacio;INV;$234 556;$0,007172;32 702 515 *;$4 237;2,65%;-5,61%;-24,12%
1072;Bitnation;XPAT;$232 049;$0,000009;24 979 606 768 *;$1 534;0,32%;13,63%;22,21%
1073;Evedo;EVED;$231 783;$0,037295;6 214 771 *;$7 023;0,44%;2,33%;6,82%
1074;Sparkpoint;SRK;$230 108;$0,000112;2 054 415 217 *;$12 629;0,21%;19,68%;2,95%
1075;Hurify;HUR;$228 866;$0,000949;241 190 885 *;$6 297;0,82%;71,23%;-13,10%
1076;EtherGem;EGEM;$228 392;$0,011723;19 483 114;$7 458;-1,30%;-1,07%;8,21%
1077;Aigang;AIX;$225 846;$0,007715;29 274 567 *;$15 057;0,29%;-1,20%;-15,78%
1078;Birake;BIR;$224 447;$0,003783;59 334 079;$14 418;-0,31%;9,29%;1,13%
1079;Qwertycoin;QWC;$223 746;$0,000003;85 887 686 055 *;$9 239;0,21%;1,55%;-22,48%
1080;Suretly;SUR;$222 821;$0,949556;234 658 *;$10 020;0,19%;7,61%;-11,40%
1081;DogeCash;DOGEC;$222 244;$0,061480;3 614 880;$2 331;-0,64%;-9,69%;-25,97%
1082;Aditus;ADI;$219 794;$0,000939;234 110 888 *;$62 148;-2,27%;-8,61%;-5,61%
1083;Alt.Estate token;ALT;$218 212;$0,000301;724 180 756 *;$3 820;-6,53%;4,81%;-43,51%
1084;Teloscoin;TELOS;$215 998;$0,002608;82 818 762;$5 627;0,19%;1,60%;7,94%
1085;NetKoin;NTK;$214 599;$0,000048;4 453 537 916 *;$5 143;2,06%;-2,78%;13,80%
1086;NeosCoin;NEOS;$212 697;$0,048973;4 343 150;$1 503;0,23%;4,51%;17,88%
1087;CFun;CFUN;$208 825;$0,000486;429 429 737 *;$1 865;7,33%;23,72%;28,95%
1088;Bob's Repair;BOB;$207 380;$0,002649;78 286 331 *;$228 356;1,62%;2,08%;-12,89%
1089;Webcoin;WEB;$206 278;$0,005659;36 449 935 *;$2 298 431;3,42%;-6,50%;-20,50%
1090;ERC20;ERC20;$201 974;$0,028853;7 000 000 *;$72 588;5,43%;21,84%;21,93%
1091;Bitether;BTR;$197 670;$0,003821;51 735 293 *;$6 349;24,44%;10,60%;-0,60%
1092;ODUWA;OWC;$197 633;$0,084105;2 349 850;$38 691;-0,55%;-1,54%;9,24%
1093;Ethereum Meta;ETHM;$195 750;$0,002229;87 826 814 *;$969;0,34%;10,70%;10,70%
1094;Repme;RPM;$194 836;$0,000005;36 220 523 483 *;$1 767;-17,20%;-0,42%;-34,14%
1095;TEAM (TokenSt...;TEAM;$193 869;$0,016449;11 785 993 *;$20 925;-1,63%;-3,46%;-11,89%
1096;Block Array;ARY;$192 433;$0,002812;68 430 738 *;$710;0,40%;-1,84%;-39,68%
1097;GCN Coin;GCN;$192 361;$0,000001;168 755 772 500;$816;0,27%;0,97%;7,10%
1098;SportyCo;SPF;$191 065;$0,003500;54 587 326 *;$1 372;1,00%;15,23%;5,18%
1099;ZeusNetwork;ZEUS;$188 107;$0,000003;70 000 000 000 *;$674;0,53%;198,47%;-44,24%
1100;ARAW;ARAW;$187 782;$0,000061;3 057 300 142 *;$44 619;6,79%;7,87%;0,15%
1101;STRAKS;STAK;$184 531;$0,007799;23 659 577;$719;-0,01%;39,99%;19,42%
1102;Blocklancer;LNC;$183 964;$0,001531;120 140 384 *;$2 125;0,21%;0,11%;-29,60%
1103;Elysian;ELY;$180 573;$0,002076;86 966 210 *;$85 243;1,72%;6,70%;-1,23%
1104;HashNet BitEco;HNB;$177 912;$0,037154;4 788 563 *;$948;0,04%;-52,76%;-57,87%
1105;Veros;VRS;$177 686;$0,006309;28 163 608 *;$29 400;1,37%;-11,30%;-4,63%
1106;Transcodium;TNS;$177 507;$0,003511;50 553 571 *;$493 838;0,06%;14,64%;18,48%
1107;BEAT;BEAT;$175 966;$0,001434;122 748 753 *;$34 889;0,78%;10,89%;-29,53%
1108;More Coin;MORE;$175 400;$0,087700;2 000 000 *;$2 493;0,23%;22,46%;31,02%
1109;MedicCoin;MEDIC;$173 360;$0,000642;270 177 764;$4 649;6,47%;2,13%;-14,22%
1110;Unify;UNIFY;$167 378;$0,009204;18 185 085 *;$2 368;0,22%;-3,05%;-4,57%
1111;AiLink Token;ALI;$166 952;$0,000059;2 822 762 635 *;$98 465;3,92%;-19,79%;-37,78%
1112;4NEW;KWATT;$166 265;$0,003044;54 613 736 *;$45 031;0,32%;-3,11%;-15,06%
1113;Ether-1;ETHO;$164 429;$0,008096;20 309 455;$38 788;0,59%;-7,65%;-1,40%
1114;BoutsPro;BOUTS;$163 866;$0,002139;76 615 188 *;$36 126;-10,60%;-3,86%;-0,46%
1115;XOVBank;XOV;$162 723;$0,001336;121 838 812 *;$57 984;-24,58%;-2,02%;-15,83%
1116;Tokenbox;TBX;$159 407;$0,013991;11 393 882 *;$23 241;-0,13%;2,53%;5,02%
1117;Cointorox;OROX;$155 976;$0,033960;4 592 900 *;$1 433 813;18,01%;20,65%;-12,95%
1118;Knekted;KNT;$151 104;$0,000151;1 000 000 000 *;$6 279;-3,46%;17,99%;-4,86%
1119;MicroMoney;AMM;$150 985;$0,009570;15 777 256 *;$16 598;-0,10%;15,01%;0,54%
1120;SF Capital;SFCP;$148 291;$0,013860;10 698 968 *;$39 381;0,46%;-28,43%;0,60%
1121;XMCT;XMCT;$148 085;$0,001522;97 288 570 *;$1 224;0,33%;-23,09%;-28,91%
1122;Devery;EVE;$147 094;$0,002338;62 918 410 *;$588;0,51%;-10,17%;-24,29%
1123;IGToken;IG;$145 632;$0,000075;1 938 346 088 *;$1 224 188;-1,70%;-6,80%;-14,20%
1124;Actinium;ACM;$142 644;$0,013047;10 933 150;$2 018;-7,20%;-4,65%;-18,74%
1125;Alpha Token;A;$141 637;$0,005548;25 529 177 *;$767 647;7,71%;-1,62%;20,92%
1126;Engagement Token;ENGT;$140 322;$0,000338;415 256 071 *;$3 408;3,79%;18,48%;25,12%
1127;Chronologic;DAY;$138 298;$0,159435;867 428 *;$668;-0,38%;-1,05%;-2,97%
1128;Exosis;EXO;$134 288;$0,606719;221 335;$41 177;0,43%;0,88%;-0,11%
1129;Jetcoin;JET;$130 891;$0,019184;6 822 895 *;$32 960;7,24%;11,14%;-24,42%
1130;Bitcoin Zero;BZX;$129 423;$0,007745;16 709 971;$7 947;0,23%;2,90%;-17,15%
1131;MMOCoin;MMO;$128 601;$0,002200;58 462 691;$15 826;0,29%;10,11%;-2,08%
1132;BlockMesh;BMH;$127 529;$0,001423;89 598 476 *;$6 489;1,95%;-1,46%;-21,70%
1133;AllSafe;ASAFE;$122 058;$0,015795;7 727 381 *;$830;0,07%;10,87%;-25,20%
1134;Ethereum Gold...;ETGP;$118 167;$0,000039;3 053 714 297 *;$1 486;39,95%;44,12%;45,98%
1135;Datarius Credit;DTRC;$115 606;$0,000905;127 756 071 *;$1 058;0,44%;13,28%;-0,07%
1136;International...;INCX;$115 329;$0,000274;421 620 575 *;$45 375;0,96%;2,78%;36,07%
1137;Kora Network ...;KNT;$114 642;$0,000342;335 625 000 *;$1 394;0,54%;1,01%;-15,58%
1138;EurocoinToken;ECTE;$112 610;$0,090234;1 247 986 *;$21 155;-0,15%;-3,57%;-5,27%
1139;Spectrum;SPT;$110 059;$0,000096;1 150 987 500 *;$820 401;0,53%;-8,91%;24,03%
1140;Bata;BTA;$109 532;$0,021680;5 052 133;$786;3,16%;-2,03%;-0,32%
1141;Aphelion;APH;$108 920;$0,002178;50 000 000 *;$16 202;0,23%;-11,88%;-56,14%
1142;ProCurrency;PROC;$108 736;$0,001064;102 233 651 *;$6 011;6,77%;-2,93%;-15,48%
1143;SkinCoin;SKIN;$107 831;$0,001223;88 183 483 *;$3 192;0,58%;13,02%;-13,41%
1144;Emphy;EPY;$106 940;$0,013526;7 906 125 *;$1 139;-23,54%;-26,15%;-26,69%
1145;SkyHub Coin;SHB;$106 930;$0,291666;366 617;$4 684;0,21%;-0,21%;-35,99%
1146;Absolute;ABS;$97 821;$0,008219;11 901 145;$6 689;-2,39%;6,37%;8,26%
1147;Aegeus;AEG;$94 106;$0,002952;31 873 847 *;$5 161;-0,50%;0,63%;-15,55%
1148;Bonpay;BON;$93 139;$0,008249;11 290 301 *;$5 757;-33,89%;-28,15%;-41,88%
1149;Mainstream Fo...;MFTU;$90 535;$0,000084;1 075 139 615 *;$847 823;1,99%;8,05%;61,00%
1150;EUNOMIA;ENTS;$89 201;$0,000005;16 420 688 682 *;$15 243;-2,63%;6,26%;-14,65%
1151;FidexToken;FEX;$86 880;$0,000003;29 898 335 553 *;$46 807;0,14%;4,16%;-14,93%
1152;BitRewards;BIT;$86 346;$0,000253;341 676 853 *;$5 301;0,54%;-6,42%;-3,82%
1153;BLOC.MONEY;BLOC;$86 109;$0,008423;10 222 869 *;$502;0,21%;17,27%;10,56%
1154;BitBall;BTB;$85 094;$0,000320;265 955 234 *;$687 461;8,79%;-6,53%;15,77%
1155;RouletteToken;RLT;$83 410;$0,008162;10 219 069 *;$1 588;0,59%;-4,95%;0,06%
1156;BitWhite;BTW;$83 378;$0,002295;36 325 371;$20 125;0,21%;5,11%;10,95%
1157;EtherInc;ETI;$81 024;$0,000260;312 125 929;$20 937;3,16%;7,45%;9,77%
1158;Xuez;XUEZ;$80 749;$0,027598;2 925 847;$19 432;-9,00%;19,22%;-1,15%
1159;electrumdark;ELD;$76 132;$0,019524;3 899 312 *;$1 963 245;-9,97%;-13,84%;1,37%
1160;No BS Crypto;NOBS;$75 358;$0,000060;1 248 463 700 *;$77 871;0,23%;-3,83%;13,48%
1161;Italian Lira;ITL;$75 244;$0,000013;5 788 989 587 *;$12 548;85,67%;82,60%;56,31%
1162;Simmitri;SIM;$73 431;$0,001042;70 468 612 *;$632;0,21%;-9,06%;-54,66%
1163;KWHCoin;KWH;$72 636;$0,000040;1 800 438 681 *;$242 939;-12,75%;-15,01%;-29,44%
1164;Joint Ventures;JOINT;$71 775;$0,003244;22 128 085 *;$760;0,54%;6,93%;-33,96%
1165;SparksPay;SPK;$71 504;$0,013041;5 483 098;$517;-0,05%;-0,76%;11,32%
1166;APR Coin;APR;$69 946;$0,009207;7 597 262;$24 918;0,21%;-5,18%;-14,98%
1167;Natmin Pure E...;NAT;$69 479;$0,000683;101 762 388 *;$172 327;-2,74%;-2,73%;13,47%
1168;Akroma;AKA;$68 598;$0,003577;19 177 485;$2 462;-0,13%;1,02%;6,94%
1169;DOWCOIN;DOW;$68 331;$0,006321;10 810 984 *;$2 691;0,54%;-66,08%;7,24%
1170;ShowHand;HAND;$64 786;$0,000001;61 912 434 418 *;$24 799;0,34%;-5,01%;-5,76%
1171;CyberFM;CYFM;$64 560;$0,000001;51 200 000 000 *;$828;0,36%;-79,81%;-71,28%
1172;e-Chat;ECHT;$64 489;$0,003937;16 379 172 *;$1 010 267;0,61%;-7,49%;-6,63%
1173;bitJob;STU;$60 630;$0,000732;82 816 093 *;$634;0,19%;-19,85%;-26,00%
1174;Thore Cash;TCH;$60 419;$0,001097;55 056 178 *;$63 585;3,84%;-2,72%;-6,23%
1175;SCRIV NETWORK;SCRIV;$58 820;$0,002377;24 744 362;$8 767;5,95%;-1,39%;-11,25%
1176;Provoco Token;VOCO;$56 402;$0,000198;284 179 140 *;$24 706;-0,34%;-0,68%;7,53%
1177;The Currency ...;TCAT;$56 202;$0,001580;35 559 820 *;$292 144;0,32%;1,27%;-14,63%
1178;Herbalist Token;HERB;$55 699;$0,000006;9 499 999 999 *;$70 605;0,34%;-0,65%;-14,11%
1179;Octoin Coin;OCC;$54 960;$0,099002;555 137 *;$959 995;-0,41%;10,09%;2,19%
1180;nDEX;NDX;$54 531;$0,000004;13 338 687 251 *;$27 570;4,47%;15,04%;-25,84%
1181;Constant;CONST;$51 509;$1,02;50 400 *;$34 195;0,41%;1,16%;-5,38%
1182;TokenDesk;TDS;$51 309;$0,003494;14 683 321 *;$7 405;0,12%;8,03%;-1,11%
1183;Gold Poker;GPKR;$50 759;$0,015439;3 287 693 *;$3 611;0,17%;-8,87%;-1,78%
1184;ProxyNode;PRX;$49 856;$0,000727;68 557 826;$1 995;8,71%;-33,91%;17,94%
1185;BriaCoin;BRIA;$48 795;$0,065635;743 431 *;$552;0,07%;9,39%;31,27%
1186;ELTCOIN;ELTCOIN;$48 654;$0,000541;90 000 000 *;$1 346;0,54%;-14,13%;50,87%
1187;GoHelpFund;HELP;$48 620;$0,015457;3 145 499 *;$21 178;0,21%;-1,98%;5,05%
1188;Havy;HAVY;$46 759;$0,000006;7 799 963 312 *;$46 321;-0,69%;17,29%;80,05%
1189;Zenswap Netwo...;ZNT;$46 158;$0,000004;12 001 366 640 *;$18 020;0,54%;1,33%;-20,33%
1190;Traid;TRAID;$45 670;$0,002869;15 916 340;$1 372;-14,42%;-28,26%;12,79%
1191;CryptoSoul;SOUL;$45 426;$0,000297;152 940 080 *;$21 203;0,58%;1,14%;0,08%
1192;WITChain;WIT;$45 424;$0,000027;1 680 000 000 *;$27 377;0,38%;-27,67%;-37,89%
1193;Bitcoin W Spe...;BWS;$45 056;$0,000782;57 650 718 *;$843;0,21%;1,55%;-32,53%
1194;Bitblocks;BBK;$41 701;$0,000354;117 736 710;$911;-16,06%;2,61%;4,31%
1195;Gossipcoin;GOSS;$41 650;$0,002338;17 815 409;$618;-3,07%;-0,78%;19,55%
1196;MESG;MESG;$40 111;$0,020189;1 986 790 *;$45 600;-0,18%;-4,69%;-39,53%
1197;Atheios;ATH;$39 947;$0,002353;16 980 321;$634;-15,02%;-10,33%;-8,26%
1198;Elementeum;ELET;$37 715;$0,134476;280 458 *;$2 826;0,54%;-14,24%;-27,15%
1199;Bitcoinus;BITS;$37 496;$0,000632;59 294 348 *;$50 832;-0,01%;2,63%;-3,47%
1200;StellarPay;XLB;$37 241;$0,010874;3 424 785 *;$760;-0,04%;3,37%;-3,48%
1201;ICOBay;IBT;$37 084;$0,000058;644 146 118 *;$269 608;-5,55%;-5,26%;-30,67%
1202;QUINADS;QUIN;$36 700;$0,000003;13 195 118 923 *;$26 771;-0,12%;1,84%;5,37%
1203;Ether Kingdom...;IMP;$36 448;$0,010106;3 606 578 *;$18 916;1,03%;2,75%;-16,09%
1204;Desire;DSR;$35 224;$0,004340;8 116 185;$17 265;0,21%;-1,35%;-7,65%
1205;CyberMusic;CYMT;$35 152;$0,000002;14 362 310 539 *;$22 188;1,18%;2,75%;13,51%
1206;Thingschain;TIC;$30 475;$0,000003;11 445 000 000 *;$11 847;-0,04%;-3,47%;-8,80%
1207;LogisCoin;LGS;$29 607;$0,012592;2 351 213 *;$1 927;0,10%;-2,15%;-24,53%
1208;Fivebalance;FBN;$28 845;$0,000061;473 911 199 *;$30 815;-0,44%;-8,14%;-20,43%
1209;LRM Coin;LRM;$27 365;$0,004413;6 200 358;$665;0,22%;-15,64%;-73,12%
1210;Bitcoin X;BTX;$26 475;$0,009243;2 864 374 *;$1 123;-0,04%;-2,07%;140,77%
1211;DeltaChain;DELTA;$24 141;$0,000004;6 105 787 848 *;$61 515;1,43%;3,03%;-41,28%
1212;Cyber Movie C...;CMCT;$23 668;$0,000001;20 000 000 000 *;$14 274;0,54%;4,54%;-51,27%
1213;Dinero;DIN;$23 438;$0,002619;8 947 929;$3 512;5,57%;38,72%;89,81%
1214;Micromines;MICRO;$22 633;$0,000001;16 499 887 606 *;$2 015;2,55%;0,91%;1,02%
1215;InnovativeBio...;INNBCL;$18 707;$4.11e-8;455 626 002 042 *;$4 180;0,56%;-17,93%;-56,96%
1216;Neural Protocol;NRP;$18 648;$0,000002;9 497 993 013 *;$5 233;0,54%;-4,27%;-32,52%
1217;Tourist Token;TOTO;$18 003;$0,000005;3 733 323 630 *;$37 924;2,55%;-21,93%;-23,49%
1218;VikkyToken;VIKKY;$17 843;$0,000005;3 727 082 538 *;$93 057;0,38%;2,66%;-42,61%
1219;HashBX ;HBX;$16 845;$0,010033;1 678 947 *;$183 966;-9,70%;-12,54%;-55,14%
1220;Bionic;BNC;$15 908;$0,000030;536 244 133 *;$23 651;-0,67%;-30,99%;41,46%
1221;Cryptrust;CTRT;$15 644;$0,000003;5 592 788 485 *;$16 908;-0,28%;21,36%;17,18%
1222;Alpha Coin;APC;$15 549;$0,001555;10 000 000 *;$28 747;0,34%;13,60%;6,46%
1223;Mirai;MRI;$15 529;$0,004525;3 432 003;$2 969;-1,67%;1,77%;1,66%
1224;YoloCash;YLC;$15 154;$0,000514;29 499 388 *;$7 763;14,30%;-7,59%;-21,37%
1225;FUTURAX;FTXT;$13 088;$0,000004;3 406 412 461 *;$15 871;1,72%;7,12%;-26,16%
1226;KUN;KUN;$11 289;$5,64;2 000 *;$2 083;0,67%;-2,43%;2,90%
1227;Crystal Token;CYL;$9 055;$0,016045;564 377 *;$87 459;8,23%;347,28%;1 240,85%
1228;Blacer Coin;BLCR;$8 855;$0,053914;164 249;$1 670;0,37%;-10,28%;-25,27%
1229;SpectrumNetwork;SPEC;$6 997;$0,000007;949 512 740 *;$36 540;-5,98%;-6,04%;33,56%
1230;Posscoin;POSS;$6 470;$2.15e-7;30 059 347 897 *;$8 937;0,54%;106,61%;-69,01%
1231;IceChain;ICHX;$5 429;$0,000008;676 644 844 *;$16 186;14,57%;-68,19%;4,41%
1232;QYNO;QNO;$4 855;$0,004515;1 075 172;$8 268;-2,74%;-20,20%;-22,76%
1233;ICOCalendar.T...;ICT;$2 854;$0,002362;1 208 500 *;$28 004;-25,31%;-11,48%;-44,09%
1234;Abulaba;AAA;$1 310;$0,000087;15 090 818 *;$13 509;0,21%;-47,41%;7,33%
1235;Gold Bits Coin;GBC;$38 848 816;$0,366607;105 968 611 *;$11;0,43%;61,87%;81,93%
1236;Centrality;CENNZ;$36 686 628;$0,045438;807 407 129 *;$229;0,22%;-2,40%;34,49%
1237;Unobtanium;UNO;$29 445 184;$146,88;200 474;$475;0,25%;-0,81%;-4,28%
1238;Iconomi;ICN;$25 908 271;$0,261884;98 930 340 *;$252;0,23%;0,73%;3,43%
1239;DEW;DEW;$24 436 500;$0,236686;103 244 553 *;$121;0,54%;11,12%;15,95%
1240;Nectar;NEC;$13 259 788;$0,161012;82 353 022 *;$213;0,06%;-28,67%;0,98%
1241;Rubycoin;RBY;$12 654 192;$0,468890;26 987 526 *;$165;0,22%;-24,49%;-38,71%
1242;United Trader...;UTT;$12 078 988;$0,322910;37 406 684 *;$376;0,26%;5,03%;13,22%
1243;Credo;CREDO;$10 282 557;$0,018699;549 891 703 *;$2;-11,18%;99,78%;76,51%
1244;Ecobit;ECOB;$9 532 176;$0,021447;444 444 444 *;$119;0,22%;19,21%;-14,19%
1245;BitNewChain;BTN;$8 588 643;$0,047794;179 701 795;$367;0,09%;-3,24%;1,25%
1246;FirstBlood;1ST;$7 469 842;$0,087307;85 558 371 *;$359;-3,01%;4,60%;2,38%
1247;LGO Exchange;LGO;$7 391 123;$0,056484;130 853 135 *;$249;-3,76%;3,92%;2,29%
1248;Fluz Fluz;FLUZ;$6 506 391;$0,031773;204 780 000 *;$32;0,43%;-5,94%;138,06%
1249;Grid+;GRID;$6 120 718;$0,155996;39 236 491 *;$329;0,54%;-3,55%;-5,53%
1250;Lykke;LKK;$5 617 590;$0,017732;316 809 739 *;$0;0,01%;0,85%;8,27%
1251;Pandacoin;PND;$5 494 017;$0,000169;32 514 916 898;$29;0,21%;97,62%;36,64%
1252;XTRABYTES;XBY;$4 368 496;$0,010159;430 000 000 *;$9;0,23%;3,31%;6,16%
1253;MintCoin;MINT;$4 298 576;$0,000172;24 947 260 808 *;$441;0,22%;0,76%;3,16%
1254;FairCoin;FAIR;$3 786 389;$0,071181;53 193 831 *;$0;0,00%;0,00%;6,14%
1255;WeShow Token;WET;$3 522 456;$0,022052;159 732 931 *;$0;-0,09%;74,57%;-0,19%
1256;Sentinel;SENT;$3 374 690;$0,001687;1 999 969 999 *;$350;-2,64%;23,78%;22,71%
1257;Ondori;RSTR;$3 273 991;$0,000087;37 702 943 079;$11;0,21%;1,55%;3,53%
1258;Vites;VITES;$3 106 519;$0,000085;36 432 201 437;$0;0,00%;0,00%;1,26%
1259;Bittwatt;BWT;$3 070 404;$0,010220;300 419 236 *;$29;0,54%;-29,78%;-27,17%
1260;POPCHAIN;PCH;$2 972 454;$0,003365;883 413 384 *;$182;0,00%;17,66%;0,65%
1261;DACSEE;DACS;$2 879 493;$0,003819;753 951 596 *;$16;0,54%;-5,82%;-13,38%
1262;Playgroundz;IOG;$2 539 917;$0,088979;28 545 120 *;$0;0,00%;0,00%;-18,90%
1263;DomRaider;DRT;$2 491 143;$0,004212;591 500 000 *;$31;0,21%;-2,29%;-21,57%
1264;HiCoin;XHI;$2 337 023;$0,000527;4 434 602 828;$0;0,00%;2,71%;-35,17%
1265;ALAX;ALX;$2 326 497;$0,004626;502 909 380 *;$282;-0,14%;0,23%;6,66%
1266;BitDice;CSNO;$2 309 972;$0,033000;70 000 000 *;$27;0,21%;0,80%;4,51%
1267;Cryptopay;CPAY;$2 298 575;$0,033630;68 348 492 *;$7;0,54%;1,02%;31,80%
1268;Winding Tree;LIF;$2 194 663;$0,102756;21 357 927 *;$464;0,54%;-7,96%;-18,89%
1269;Flash;FLASH;$2 188 155;$0,002431;900 000 000 *;$16;0,22%;-16,52%;-7,46%
1270;AC3;AC3;$2 131 842;$0,004342;491 008 312 *;$249;0,56%;-3,22%;-19,00%
1271;ShipChain;SHIP;$2 086 741;$0,008542;244 287 057 *;$105;0,27%;4,92%;-9,71%
1272;Vezt;VZT;$2 079 874;$0,024206;85 923 168 *;$12;0,54%;-38,98%;39,02%
1273;Ties.DB;TIE;$2 013 419;$0,049323;40 820 992 *;$386;4,85%;24,15%;61,90%
1274;Seal Network;SEAL;$1 994 466;$0,003872;515 110 690 *;$366;0,54%;11,86%;3,14%
1275;Nebula AI;NBAI;$1 946 101;$0,001674;1 162 684 117 *;$372;0,54%;-3,31%;8,39%
1276;Bodhi;BOT;$1 934 715;$0,048368;40 000 000 *;$0;64,27%;30,73%;3,87%
1277;FNKOS;FNKOS;$1 929 748;$0,013745;140 396 479 *;$0;0,00%;0,00%;-23,62%
1278;Leverj;LEV;$1 903 448;$0,016119;118 090 511 *;$0;0,00%;0,00%;20,27%
